	A063	A060	A056	A052	A045	A042	A040	A036	A035	A033	A025	A024	A020	A016	A011	A008	A007	A062	A061	A057	A051	A050	A047	A044	A041	A032	A031	A030	A028	A026	A022	A018	A015	A014	A012	A006	A004	A002
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_sp_NSJ_60	0.01144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00809	0.010620000000000001	0.05487	0.04387	0.0	0.0	0.0	0.0307	0.0	0.02623	0.0	0.02221	0.02986	0.0	0.007940000000000001	0.0	0.0	0.0	0.00596
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_welbionis	0.43423	0.10559	0.0	0.0045899999999999995	0.03676	0.0	0.0	0.0	0.46188999999999997	0.0	0.0	0.17812999999999998	0.0	0.0	0.0	0.02015	0.11404	0.03714	0.01193	0.10545999999999998	0.02817	0.04589	0.26383	0.0	0.0030399999999999997	0.04795	0.06948	0.41035	0.21448000000000003	0.1856	0.0	0.25151	0.0	0.03555	0.0	0.0	0.0	0.00759
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_ER4	0.36346999999999996	0.0	0.0	0.0	0.04473	0.015590000000000001	0.08657000000000001	0.0	0.0	0.0	0.4059	0.0	0.0	0.0	0.0	0.1851	0.0	0.0	0.16253	0.0	0.44427	0.0	0.0	0.0	0.0	0.29591999999999996	1.48176	0.22575	0.0	0.29563	0.61346	0.0	0.062279999999999995	0.0	0.0	0.03569	0.02795	0.48573999999999995
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Peptococcaceae_unclassified|s__Peptococcaceae_bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.00755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28726	0.07356	0.02593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37899	0.0	0.0	0.0	0.0	0.0018800000000000002	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Intestinibacter|s__Intestinibacter_bartlettii	0.0	0.0	0.11105	0.0	0.0	0.0	0.00556	0.06813	0.027410000000000004	0.0	0.0	0.0	0.0	0.01635	0.0	0.23606999999999997	0.0	0.13499	0.24329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00062	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_timonensis	0.0	0.0	0.0	0.0	0.0	0.0	0.02001	0.0	0.0	0.06692000000000001	0.15759	0.0	0.0	0.0	0.0033200000000000005	0.82968	0.0	0.11467000000000001	0.22391999999999998	0.0	0.006	0.0	0.0	0.75975	0.0	0.0	0.0	0.0	0.0	0.05799	0.0	0.0	0.05289	0.01084	0.02918	0.02441	0.05527000000000001	0.0026
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens	0.27689	0.08027999999999999	0.0	0.0	0.009890000000000001	0.03442	0.20511999999999997	0.0	0.0	0.0	0.07206	0.0	0.0	0.07774	0.0	0.054889999999999994	0.05237000000000001	0.37874	0.07879	0.08136	0.02769	0.03791	0.0447	0.01102	0.0	0.0	0.05487	0.0	0.018090000000000002	0.05486	0.07597999999999999	0.09377	0.007909999999999999	0.12972999999999998	0.31568	0.0	0.01849	0.015030000000000002
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Candidatus_Cibiobacter|s__Candidatus_Cibiobacter_qucibialis	0.18048	0.0	0.0	0.0	0.07468	0.01176	0.06212	0.0	0.52373	0.27355999999999997	1.4115	0.0	0.0	0.85262	0.0	0.2935	0.0010199999999999999	0.0	2.10678	2.08058	0.046810000000000004	0.0	0.0	0.0	0.0	0.015719999999999998	0.19819	0.20016	0.0	2.05234	0.04142	0.006379999999999999	0.0	0.0369	0.0	0.08081	0.0148	0.09622
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_SGB15346	0.26657	0.15632000000000001	0.0	0.03713	0.0	0.00419	0.07028	0.0	0.0	0.0	0.43168	0.0	0.0	0.6430899999999999	0.0	0.04668	0.0	0.0	0.26888	0.22258000000000003	0.84451	0.0	0.0	0.09137999999999999	0.0	0.10375	0.6255	0.062270000000000006	0.0	0.31040999999999996	0.66451	0.0	0.09323	0.31276	0.0	0.03542	0.031030000000000002	0.07276
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	0.92995	0.50746	0.0	0.54422	0.22743000000000002	5.02573	2.0195	0.0	0.06811	2.15481	6.2106900000000005	0.0	0.08906	2.68647	0.32064000000000004	2.39627	0.8821700000000001	2.9289	0.9117799999999999	1.47971	2.12507	0.13502999999999998	0.0	0.57945	0.0	0.50468	3.29765	0.73843	0.07034	1.0017	0.59844	1.47187	1.37452	2.1480200000000003	1.06535	0.33631	0.41635	1.20233
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii	0.05567999999999999	0.4183	1.6693099999999998	0.00122	0.00775	0.14737	0.0	3.373	0.05596	0.038939999999999995	0.00468	0.05036	0.06929	0.31027	0.0	0.01795	0.01739	0.0	0.0	0.0	0.0	0.04857	0.00866	0.0	0.0	0.0	0.01409	0.66581	0.11425	0.024030000000000003	0.17073	0.09017	0.0	0.042210000000000004	0.09751	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9602|s__GGB9602_SGB15031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11845	0.0	0.0	0.030330000000000003	0.0	0.02962	0.0	0.0	0.0	0.0	0.0	0.0	0.59032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0102	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9614|s__GGB9614_SGB15049	0.21766	0.0	0.0	0.0	0.0	0.0022600000000000003	0.00325	0.0	0.0	0.0	0.05212000000000001	0.0	0.0	0.0	0.0	0.0	0.49815	0.0	0.0	0.25766	0.057679999999999995	0.0	0.0	0.0	0.0	0.05997	0.03013	0.0	0.0	0.1778	0.19917	0.0	0.0	0.0	0.0	0.0	0.0	0.025810000000000003
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9615|s__GGB9615_SGB15053	0.0	0.0	0.0	0.15581	0.14420999999999998	0.25831	0.039169999999999996	0.0	0.0	0.71382	0.19549	0.0	0.0	0.0	0.0	0.07397999999999999	0.0	0.0	0.1587	0.0	0.66228	0.20326	0.0	0.0	0.0	0.052829999999999995	0.5260199999999999	0.3553	0.02143	0.03023	0.0	0.0	0.021580000000000002	0.68712	0.0	0.07456	0.06604	0.25303000000000003
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9619|s__GGB9619_SGB15067	0.08584	0.0	0.0	0.00912	0.0	0.0	0.0	0.0	0.0	0.0035299999999999997	0.00367	0.0	0.0	0.0	0.0	0.0	0.0	0.3955	0.0	0.0	0.00074	0.00772	0.0791	0.0	0.00161	0.0	0.03456	0.0	0.00386	0.02065	0.07497999999999999	0.00644	0.0	0.0	0.0	0.0033799999999999998	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9632|s__GGB9632_SGB15089	0.18929	0.0	0.0	0.0	0.02437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2089	0.0	0.0	0.04255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21528000000000003	0.47339	0.0	0.025240000000000002	0.02501	0.0	0.0	0.0303	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9633|s__GGB9633_SGB15090	0.0	0.0	0.0	0.0	0.0	0.0	0.0023899999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12116	0.52647	0.03297	0.0	0.11367000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01875	0.39966
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9633|s__GGB9633_SGB15091	0.0	0.0	0.0	0.0	0.22084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27202	0.0	0.0	0.0	0.0	0.0	0.32813000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18739	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9635|s__GGB9635_SGB15106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2396	0.0	0.0	0.0	0.0	0.51489	3.48291	0.0	0.0	0.0	0.0	0.0	0.03609	0.0	0.0	0.7663800000000001	0.0	0.23864000000000002
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9642|s__GGB9642_SGB15119	0.0	0.0	0.0	0.0	0.0	0.02136	0.14188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22654000000000002	0.24983000000000002	0.0	0.050910000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01243	0.0	0.0	0.0005099999999999999	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9699|s__GGB9699_SGB15216	0.25182	0.0	0.0	0.0	0.01622	0.0	0.0	0.0	0.0	0.02924	0.0	0.0	0.0	0.0	0.0	0.51554	0.0	0.0	0.15332	0.28628000000000003	0.0	0.0	0.023280000000000002	0.0	0.0	0.0	0.16327	0.03428	0.0	0.053770000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02995
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9705|s__GGB9705_SGB15225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05139	0.0	0.0	0.048960000000000004	0.047939999999999997	0.06262000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9707|s__GGB9707_SGB15229	0.0	0.0	0.0	0.0	0.0022199999999999998	0.0	0.0	0.0	0.0	0.0	0.01581	0.0	0.0	0.0	0.0	0.011309999999999999	0.0	0.0	0.11215	0.0817	0.11928	0.0	0.0	0.0	0.0	0.00445	0.0	0.0	0.0	0.04252	0.0	0.0	0.02965	0.0	0.0	0.02547	0.0	0.00685
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9712|s__GGB9712_SGB15244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5846399999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48916000000000004	0.0	0.07445	0.0	0.0	0.0	0.0	0.0	0.06154	0.0	0.02559
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9730|s__GGB9730_SGB15291	0.0	0.0	0.0	0.0	0.0	0.0	0.07454	0.0	0.0	0.01441	0.01223	0.0	0.0	0.0	0.0	0.04361	0.0	0.15438	0.12689	0.0	0.23876999999999998	0.0	0.0	0.0	0.0	0.0	0.037880000000000004	0.0	0.0	0.00133	0.0	0.0	0.020819999999999998	0.04771	0.0	0.0	0.01652	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_formicilis	0.24394000000000002	0.13034	0.0	0.04412	0.10462	0.28345	0.84196	0.0	0.0	0.07832	0.35391	0.0	0.0	0.0	0.0	0.23598000000000002	0.13527	0.0	0.84751	0.8698299999999999	0.33158000000000004	0.0	0.0	0.01296	0.0	0.08756	0.09373	0.12704000000000001	0.061320000000000006	0.29625999999999997	0.29895	0.0	0.15562	0.0	0.0	0.02263	0.10378	0.6611100000000001
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Negativibacillus|s__Negativibacillus_massiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17609	0.04467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0179	0.0	0.0	0.0	0.0	0.0	0.0	0.042069999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Eubacterium_siraeum	0.11507	0.0	0.0	0.07296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06832	0.0	0.0	0.0	0.0	0.76142	0.03692	0.0	0.0	0.0	0.0	0.07112	0.01615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35678000000000004	0.054920000000000004	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium	0.6389100000000001	0.0	0.0	0.0	0.02298	0.0	0.0	0.0	0.07317	0.0	0.03872	0.0	0.0	0.0	0.0	0.35864	0.0	0.01015	1.31131	2.41494	0.57986	0.99064	0.68604	0.0	0.0	0.00232	0.11391	0.18794	0.0	0.28905	0.03744	0.0	0.04145	0.09895	0.06334	0.7028399999999999	0.06772	0.037880000000000004
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB15233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06435	0.0	0.0	0.0	0.0	0.026139999999999997	0.0	0.0	0.04634	0.0	0.0455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0069900000000000006	0.0	0.0	0.10417	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB15234	0.0	0.0	0.0	0.00072	0.23534000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64498	0.0	0.0	0.18127000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09761	0.08348	0.0	0.0	0.0	0.04236	0.01994	0.0	0.0	0.02537	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB15236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00301	0.0	0.0	0.18581	0.7542	0.04318	0.0	0.0	0.0	0.0	0.0	0.0	0.17862999999999998	0.0	0.09522	0.0	0.0	0.0	0.0	0.0	0.10345	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB15260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06297	0.0	0.0	0.0	0.0	4.6117300000000006	0.0	0.0	0.0	0.0	0.01295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23206999999999997
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB15265	0.0	0.0	0.0	0.0	0.60536	0.0	0.0	0.0	0.1003	0.0	0.0	0.0	0.0	0.0	0.0	0.0297	0.0	0.0	0.5180100000000001	0.37354	0.030139999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.12349	0.0	0.00672	0.9905200000000001	0.0	0.0	0.0	0.0	0.039	0.00633	0.02429
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB4191	0.0	0.0	0.0	0.0948	0.0	0.0	0.0	0.0	0.0	0.0	1.2000600000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30254000000000003	0.16802	0.0	0.0	0.0	0.0	0.0	0.07527	0.0	0.0	0.0	0.0	0.56565	0.0	0.0	0.0	0.20469	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB4425	0.0	0.0	0.0	0.0	0.0046	0.0	0.0	0.0	0.0	0.15682000000000001	0.32061	0.0	0.0	0.0	0.0	0.018940000000000002	0.0	0.0	0.8375100000000001	0.3252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030019999999999998	0.0	0.10937000000000001
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_SGB4421	0.0	0.0	0.0	0.0162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1165	0.0	0.0	0.0	0.0	0.09378	0.0	0.0	0.0	0.0	0.0	0.23776999999999998	0.0	0.0	0.0	0.0	0.04431	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bicirculans	0.0	0.0	0.57192	0.15959	0.0	0.0	0.0	0.0	0.26514	0.43387	0.9872200000000001	0.0	0.0	0.0	0.0	0.05113	0.0	1.03874	4.62828	0.054029999999999995	0.36835	0.0	0.0	0.0	0.0	0.8978700000000001	0.43737	0.09178	0.0	0.33039	6.87973	3.20313	0.0	0.09195	0.0	0.0	1.48725	0.19759000000000002
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii	1.32092	0.0	0.0	0.24435	0.0	0.0	0.19664	0.0	0.0	0.0	1.72147	0.16708	0.0	0.0	0.0	6.01398	0.0	2.7873099999999997	12.55739	0.9352299999999999	0.7795	0.14803	0.0	0.0	0.0	0.0	2.31282	0.32328	0.0	3.7211	0.0	0.5355800000000001	0.27416999999999997	1.9458	0.0	0.41003	0.01924	0.08861000000000001
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_callidus	0.0	0.0	0.06781000000000001	0.0	0.07072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029110000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1226	0.0	0.028630000000000003	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_NSJ_71	0.0	0.0	1.22571	0.0	0.0	0.02675	0.0	0.0	10.189630000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23051	0.0	0.0	0.0	0.0	0.09543	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans	0.01139	0.0	0.0	0.0	0.0	0.0	0.0	0.67604	0.43698000000000004	0.0	0.0	0.01222	0.0	0.0	0.0	0.18379	0.0	0.0	0.07521	0.0	0.0	0.58326	0.1193	0.0	0.0	0.0	0.0	0.8856799999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_cateniformis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009170000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.050230000000000004	0.0	0.0	0.07528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08302999999999999	0.0338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_innocuum	0.0	0.0	0.1074	0.0	0.0	0.0	0.0	0.19729000000000002	0.02222	0.0	0.0	0.020569999999999998	0.0	0.0	0.0	0.24953000000000003	0.0	0.0	0.0	0.0	0.0	0.0047	0.0	0.0	0.0	0.0	0.0	0.18763	0.0	0.0	0.0	0.0	0.0	0.0	0.00116	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum	0.0	0.0	0.34357	0.0	0.0	0.0	0.0	1.6257700000000002	0.57909	0.0	0.0	0.08367999999999999	0.00502	0.0	0.19721	0.0	0.0	0.0	0.0	0.0	0.0	0.00141	0.0	0.0	0.01004	0.0	0.0	0.0	0.0	0.0	0.024730000000000002	0.0	0.0	0.0	0.020909999999999998	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus|s__Faecalibacillus_faecis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08129	0.0	0.0	0.0	0.2254	0.0	0.0	0.1045	0.0	0.04697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0951	0.0	0.0	0.0	0.0	0.23496999999999998	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus|s__Faecalibacillus_intestinalis	0.10438	0.14569000000000001	0.0	0.058679999999999996	0.0	0.01009	0.0	0.0	0.0	0.01764	0.4817	0.0	0.0	0.0	0.0	0.14857	0.0	0.0	0.0	0.16044	0.15282	0.42746000000000006	0.0	0.0654	0.0	0.00965	0.0628	0.0	0.19985	0.2046	0.0	0.0	0.0	0.48656000000000005	0.0	0.00663	0.07069	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_sp_Marseille_P2844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4964699999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00461	0.0	0.0	0.0	0.0	0.0	0.15679	0.0	0.0	0.0	0.0	0.00389	0.02661	0.0	0.0	0.0795	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sanguinis	0.0	0.0	0.0	0.01064	0.0	0.0	0.0	0.0	0.0	0.0	0.5725899999999999	0.0	0.0	0.08101	0.0	0.05657	0.0	0.0	0.06001	0.0	0.0	0.00822	0.00792	0.0	0.0	0.0	0.0	0.0	0.0	0.01564	0.0	0.02762	0.0581	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_AF16_15	0.06163	0.0	0.0	0.0	0.0	0.06888	0.02501	0.0	3.25656	0.02586	0.01789	0.0	0.0	0.05006	0.0	0.09135	0.0	0.07723	0.024	0.1362	0.00296	0.0	0.0	0.0	0.0	0.016659999999999998	0.029210000000000003	0.0	0.0	0.00265	0.0	0.0	0.0	0.17964000000000002	0.0	0.0	0.01008	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcaceae_unclassified|s__Acidaminococcaceae_unclassified_SGB5785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28526999999999997	0.052129999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17402	0.0	0.0	0.0	0.0	0.0	0.0588	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini	0.63568	0.0	0.0	0.0	1.3356299999999999	0.0	0.16041	0.0	0.0	1.07512	0.16708	0.0	1.82382	0.0	0.0	0.0	0.18830999999999998	0.0	0.28772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8618600000000001	0.0	0.0	0.0	0.47381	0.0	0.005679999999999999	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_faecium	0.59701	1.58103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.70039	0.0	0.0	0.0	0.79243	0.73853	0.0	0.0	0.0	0.0	2.83482	0.0	1.5285600000000001	0.0	0.0	0.23426999999999998	0.0	1.36715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas_funiformis	0.0	0.0	0.0	0.0	0.13222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0215	0.039580000000000004	0.0	0.0	1.24686	0.0	0.0	0.0	0.0	0.0	0.0	0.00577	0.02311
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella|s__Allisonella_histaminiformans	0.0	0.0	0.0	0.0	0.02311	0.0	0.55712	0.0	0.07629	0.09626	0.09197000000000001	0.0	0.0	0.0	0.0	0.01366	0.0	0.0	0.014459999999999999	0.0	0.03046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04627	0.0	0.0	0.00957	0.0	0.0
